id,t,X0,cluster,TRAIN,VALIDATE,TEST
0,0.0,0.3701878488063812,0,0,0,1
0,0.009999999776482582,0.4071638286113739,0,0,0,1
0,0.019999999552965164,0.39554154872894287,0,0,0,1
0,0.029999999329447746,0.4389740228652954,0,0,0,1
0,0.03999999910593033,0.4096127450466156,0,0,0,1
0,0.04999999701976776,0.39496302604675293,0,0,0,1
0,0.05999999865889549,0.42232590913772583,0,0,0,1
0,0.07000000029802322,0.45376887917518616,0,0,0,1
0,0.07999999821186066,0.4456903338432312,0,0,0,1
0,0.08999999612569809,0.45347344875335693,0,0,0,1
0,0.09999999403953552,0.4847591519355774,0,0,0,1
0,0.10999999940395355,0.49807894229888916,0,0,0,1
0,0.11999999731779099,0.4809947609901428,0,0,0,1
0,0.12999999523162842,0.5371122360229492,0,0,0,1
0,0.14000000059604645,0.5263527631759644,0,0,0,1
0,0.14999999105930328,0.5711182951927185,0,0,0,1
0,0.1599999964237213,0.536470890045166,0,0,0,1
0,0.17000000178813934,0.574540376663208,0,0,0,1
0,0.17999999225139618,0.5940025448799133,0,0,0,1
0,0.1899999976158142,0.568405270576477,0,0,0,1
0,0.19999998807907104,0.5866690278053284,0,0,0,1
0,0.20999999344348907,0.5748802423477173,0,0,0,1
0,0.2199999988079071,0.6014444231987,0,0,0,1
0,0.22999998927116394,0.5683500170707703,0,0,0,1
0,0.23999999463558197,0.6109602451324463,0,0,0,1
0,0.25,0.6532189249992371,0,0,0,1
0,0.25999999046325684,0.6301110982894897,0,0,0,1
0,0.26999998092651367,0.6477929353713989,0,0,0,1
0,0.2800000011920929,0.6514617800712585,0,0,0,1
0,0.28999999165534973,0.6567367911338806,0,0,0,1
0,0.29999998211860657,0.6887878179550171,0,0,0,1
0,0.3100000023841858,0.7081538438796997,0,0,0,1
0,0.3199999928474426,0.6720491051673889,0,0,0,1
0,0.32999998331069946,0.6789302825927734,0,0,0,1
0,0.3400000035762787,0.7367570996284485,0,0,0,1
0,0.3499999940395355,0.703389585018158,0,0,0,1
0,0.35999998450279236,0.7257526516914368,0,0,0,1
0,0.3700000047683716,0.7346709370613098,0,0,0,1
0,0.3799999952316284,0.74322509765625,0,0,0,1
0,0.38999998569488525,0.745128333568573,0,0,0,1
0,0.3999999761581421,0.7449188828468323,0,0,0,1
0,0.4099999964237213,0.7344679832458496,0,0,0,1
0,0.41999998688697815,0.7945083379745483,0,0,0,1
0,0.429999977350235,0.808375895023346,0,0,0,1
0,0.4399999976158142,0.7778591513633728,0,0,0,1
0,0.44999998807907104,0.7857695817947388,0,0,0,1
0,0.4599999785423279,0.8068740963935852,0,0,0,1
0,0.4699999988079071,0.8125463724136353,0,0,0,1
0,0.47999998927116394,0.8073307871818542,0,0,0,1
0,0.4899999797344208,0.7902615666389465,0,0,0,1
0,0.5,0.8297950029373169,0,0,0,1
0,0.5099999904632568,0.8460528254508972,0,0,0,1
0,0.5199999809265137,0.8039305210113525,0,0,0,1
0,0.5299999713897705,0.8295666575431824,0,0,0,1
0,0.5399999618530273,0.8424204587936401,0,0,0,1
0,0.550000011920929,0.8815785646438599,0,0,0,1
0,0.5600000023841858,0.8414331674575806,0,0,0,1
0,0.5699999928474426,0.8463704586029053,0,0,0,1
